UserID,timestamp_for_sorting
244406251,2024-05-13 14:50:52
244405570,2024-05-13 14:50:57
244406211,2024-05-13 14:51:08
244405066,2024-05-13 14:51:16
244406225,2024-05-13 14:51:16
244406305,2024-05-13 14:51:22
244405894,2024-05-13 14:51:22
244406278,2024-05-13 14:51:25
244405532,2024-05-13 14:51:28
244406249,2024-05-13 14:51:33
244405568,2024-05-13 14:51:40
244406464,2024-05-13 14:51:52
244406012,2024-05-13 14:52:08
244406045,2024-05-13 14:52:09
244405953,2024-05-13 14:52:12
244405929,2024-05-13 14:52:29
244406302,2024-05-13 14:52:40
244406105,2024-05-13 14:52:55
244406483,2024-05-13 14:53:02
244405861,2024-05-13 14:53:04
244405407,2024-05-13 14:53:06
244406389,2024-05-13 14:53:22
244406585,2024-05-13 14:53:23
244403928,2024-05-13 14:53:28
244406707,2024-05-13 14:53:49
244406023,2024-05-13 14:53:55
244406757,2024-05-13 14:53:59
244406698,2024-05-13 14:54:03
244406515,2024-05-13 14:54:04
244406729,2024-05-13 14:54:12
244406667,2024-05-13 14:54:14
244406716,2024-05-13 14:54:18
244406636,2024-05-13 14:54:18
244405474,2024-05-13 14:54:24
244406625,2024-05-13 14:54:30
244406040,2024-05-13 14:54:32
244406223,2024-05-13 14:54:32
244406258,2024-05-13 14:55:05
244406725,2024-05-13 14:55:08
244406873,2024-05-13 14:55:17
244406690,2024-05-13 14:55:19
244406493,2024-05-13 14:55:23
244406414,2024-05-13 14:55:25
244406800,2024-05-13 14:55:35
244406962,2024-05-13 14:55:35
244406435,2024-05-13 14:55:52
244406736,2024-05-13 14:56:14
244405810,2024-05-13 14:56:32
244407126,2024-05-13 14:56:48
244405022,2024-05-13 14:56:55
244406810,2024-05-13 14:57:01
244405264,2024-05-13 14:57:09
244407088,2024-05-13 14:57:35
244407031,2024-05-13 14:57:40
244406455,2024-05-13 14:57:41
244406333,2024-05-13 14:57:44
244407236,2024-05-13 14:57:55
244407312,2024-05-13 14:57:59
244407099,2024-05-13 14:58:15
244406540,2024-05-13 14:58:30
244406839,2024-05-13 14:59:14
244407118,2024-05-13 14:59:29
244406518,2024-05-13 14:59:30
244406297,2024-05-13 14:59:32
244407491,2024-05-13 14:59:47
244407018,2024-05-13 14:59:47
244406702,2024-05-13 15:00:09
244405995,2024-05-13 15:00:18
244406870,2024-05-13 15:00:21
244407512,2024-05-13 15:00:27
244407267,2024-05-13 15:00:44
244405754,2024-05-13 15:00:46
244407342,2024-05-13 15:01:37
244407787,2024-05-13 15:01:39
244406215,2024-05-13 15:01:49
244407702,2024-05-13 15:02:12
244407355,2024-05-13 15:02:16
244407633,2024-05-13 15:02:21
244407472,2024-05-13 15:02:37
244407798,2024-05-13 15:02:39
244407477,2024-05-13 15:02:39
244407518,2024-05-13 15:02:42
244407431,2024-05-13 15:03:03
244407092,2024-05-13 15:03:11
244406348,2024-05-13 15:03:26
244407921,2024-05-13 15:03:30
244407912,2024-05-13 15:03:33
244407505,2024-05-13 15:03:38
244407919,2024-05-13 15:03:51
244407533,2024-05-13 15:03:54
244404090,2024-05-13 15:04:14
244407421,2024-05-13 15:04:14
244407951,2024-05-13 15:04:21
244407789,2024-05-13 15:04:22
244408079,2024-05-13 15:04:23
244407040,2024-05-13 15:04:25
244407609,2024-05-13 15:04:57
244407972,2024-05-13 15:04:58
244408184,2024-05-13 15:05:01
244408105,2024-05-13 15:05:03
244406751,2024-05-13 15:05:18
244408167,2024-05-13 15:05:33
244408181,2024-05-13 15:05:36
244406902,2024-05-13 15:05:37
244407916,2024-05-13 15:05:41
244407776,2024-05-13 15:05:48
244407834,2024-05-13 15:05:49
244408128,2024-05-13 15:05:53
244407807,2024-05-13 15:05:53
244408138,2024-05-13 15:06:00
244407535,2024-05-13 15:06:11
244408216,2024-05-13 15:06:21
244408084,2024-05-13 15:06:22
244408131,2024-05-13 15:06:27
244408065,2024-05-13 15:06:27
244408180,2024-05-13 15:06:36
244407928,2024-05-13 15:06:37
244408049,2024-05-13 15:06:42
244406136,2024-05-13 15:06:45
244408092,2024-05-13 15:06:51
244407815,2024-05-13 15:07:05
244408355,2024-05-13 15:07:13
244407372,2024-05-13 15:07:23
244407875,2024-05-13 15:07:31
244407608,2024-05-13 15:07:55
244408260,2024-05-13 15:07:59
244407670,2024-05-13 15:08:06
244408395,2024-05-13 15:08:06
244408341,2024-05-13 15:08:11
244408682,2024-05-13 15:08:40
244407117,2024-05-13 15:08:43
244407159,2024-05-13 15:08:50
244408491,2024-05-13 15:08:56
244408558,2024-05-13 15:08:57
244408275,2024-05-13 15:08:57
244407721,2024-05-13 15:09:04
244405968,2024-05-13 15:09:15
244408194,2024-05-13 15:09:16
244408381,2024-05-13 15:09:17
244408158,2024-05-13 15:09:28
244408399,2024-05-13 15:09:30
244408616,2024-05-13 15:09:37
244408620,2024-05-13 15:10:02
244408628,2024-05-13 15:10:10
244408774,2024-05-13 15:10:21
244408481,2024-05-13 15:11:13
244408878,2024-05-13 15:11:14
244408292,2024-05-13 15:11:17
244408503,2024-05-13 15:11:22
244408146,2024-05-13 15:11:33
244408863,2024-05-13 15:11:36
244408675,2024-05-13 15:11:45
244408752,2024-05-13 15:11:48
244408868,2024-05-13 15:11:50
244408067,2024-05-13 15:12:13
244407009,2024-05-13 15:12:19
244408746,2024-05-13 15:12:21
244408884,2024-05-13 15:12:22
244408869,2024-05-13 15:12:39
244408694,2024-05-13 15:12:58
244408591,2024-05-13 15:12:59
244409177,2024-05-13 15:13:04
244409109,2024-05-13 15:13:18
244408535,2024-05-13 15:13:26
244408162,2024-05-13 15:13:35
244408922,2024-05-13 15:13:35
244408912,2024-05-13 15:13:39
244409363,2024-05-13 15:13:42
244408748,2024-05-13 15:13:44
244409119,2024-05-13 15:13:58
244409407,2024-05-13 15:14:27
244408612,2024-05-13 15:14:42
244409199,2024-05-13 15:15:11
244408691,2024-05-13 15:15:17
244408881,2024-05-13 15:15:23
244409044,2024-05-13 15:15:31
244409272,2024-05-13 15:15:35
244408981,2024-05-13 15:15:41
244409252,2024-05-13 15:15:52
244409190,2024-05-13 15:16:09
244409392,2024-05-13 15:16:09
244407111,2024-05-13 15:16:20
244409570,2024-05-13 15:16:24
244405367,2024-05-13 15:16:44
244409015,2024-05-13 15:16:46
244408968,2024-05-13 15:16:47
244409590,2024-05-13 15:16:53
244409225,2024-05-13 15:16:55
244409471,2024-05-13 15:17:09
244409483,2024-05-13 15:17:12
244409624,2024-05-13 15:17:14
244409011,2024-05-13 15:17:15
244409403,2024-05-13 15:17:23
244409642,2024-05-13 15:17:26
244409443,2024-05-13 15:17:39
244409421,2024-05-13 15:17:41
244408523,2024-05-13 15:17:46
244408876,2024-05-13 15:17:48
244409792,2024-05-13 15:17:55
244408599,2024-05-13 15:17:59
244409804,2024-05-13 15:18:12
244409609,2024-05-13 15:18:19
244409516,2024-05-13 15:18:19
244409455,2024-05-13 15:18:21
244409741,2024-05-13 15:18:27
244409234,2024-05-13 15:18:27
244409991,2024-05-13 15:18:28
244409638,2024-05-13 15:18:31
244409339,2024-05-13 15:18:37
244409802,2024-05-13 15:18:38
244409689,2024-05-13 15:18:43
244409372,2024-05-13 15:18:48
244409096,2024-05-13 15:18:48
244409659,2024-05-13 15:18:56
244409653,2024-05-13 15:18:57
244407794,2024-05-13 15:19:00
244407459,2024-05-13 15:19:12
244409527,2024-05-13 15:19:14
244409717,2024-05-13 15:19:15
244409788,2024-05-13 15:19:25
244409344,2024-05-13 15:19:26
244408667,2024-05-13 15:19:31
244409986,2024-05-13 15:19:36
244408527,2024-05-13 15:19:37
244407037,2024-05-13 15:19:48
244409815,2024-05-13 15:19:56
244409768,2024-05-13 15:20:05
244409650,2024-05-13 15:20:06
244409554,2024-05-13 15:20:19
244409960,2024-05-13 15:20:22
244410005,2024-05-13 15:20:32
244409970,2024-05-13 15:20:34
244409662,2024-05-13 15:20:34
244409821,2024-05-13 15:20:41
244410099,2024-05-13 15:20:44
244407974,2024-05-13 15:20:55
244409836,2024-05-13 15:20:59
244409464,2024-05-13 15:21:07
244410032,2024-05-13 15:21:15
244409812,2024-05-13 15:21:21
244409767,2024-05-13 15:21:25
244408647,2024-05-13 15:21:25
244410139,2024-05-13 15:21:37
244409943,2024-05-13 15:21:44
244410284,2024-05-13 15:21:45
244409936,2024-05-13 15:21:46
244409269,2024-05-13 15:21:47
244409807,2024-05-13 15:22:03
244410211,2024-05-13 15:22:04
244409147,2024-05-13 15:22:08
244410226,2024-05-13 15:22:16
244409822,2024-05-13 15:22:25
244410134,2024-05-13 15:22:43
244409904,2024-05-13 15:22:45
244410393,2024-05-13 15:22:46
244410363,2024-05-13 15:23:06
244410318,2024-05-13 15:23:06
244410143,2024-05-13 15:23:07
244410321,2024-05-13 15:23:09
244409985,2024-05-13 15:23:09
244410206,2024-05-13 15:23:14
244409843,2024-05-13 15:23:20
244410081,2024-05-13 15:23:21
244410296,2024-05-13 15:23:29
244410203,2024-05-13 15:23:34
244410230,2024-05-13 15:23:35
244409851,2024-05-13 15:23:36
244410097,2024-05-13 15:23:36
244410157,2024-05-13 15:23:44
244409520,2024-05-13 15:23:50
244410196,2024-05-13 15:23:54
244410026,2024-05-13 15:23:55
244410138,2024-05-13 15:23:57
244410553,2024-05-13 15:24:04
244410303,2024-05-13 15:24:07
244410569,2024-05-13 15:24:15
244410474,2024-05-13 15:24:19
244410126,2024-05-13 15:24:22
244406150,2024-05-13 15:24:27
244410178,2024-05-13 15:24:30
244410180,2024-05-13 15:24:38
244410552,2024-05-13 15:24:39
244410238,2024-05-13 15:24:40
244410537,2024-05-13 15:24:40
244409635,2024-05-13 15:24:44
244409803,2024-05-13 15:24:45
244409509,2024-05-13 15:24:47
244410253,2024-05-13 15:24:47
244409818,2024-05-13 15:24:58
244410667,2024-05-13 15:25:08
244410696,2024-05-13 15:25:12
244410140,2024-05-13 15:25:32
244410375,2024-05-13 15:25:44
244410431,2024-05-13 15:25:47
244408977,2024-05-13 15:25:51
244410250,2024-05-13 15:25:57
244409782,2024-05-13 15:25:58
244410764,2024-05-13 15:26:06
244409971,2024-05-13 15:26:07
244410461,2024-05-13 15:26:13
244410676,2024-05-13 15:26:24
244409790,2024-05-13 15:26:28
244410791,2024-05-13 15:26:32
244410760,2024-05-13 15:26:38
244410632,2024-05-13 15:26:39
244410105,2024-05-13 15:26:49
244410849,2024-05-13 15:26:51
244410469,2024-05-13 15:26:59
244410858,2024-05-13 15:27:06
244410610,2024-05-13 15:27:06
244410623,2024-05-13 15:27:18
244410003,2024-05-13 15:27:23
244409413,2024-05-13 15:27:30
244410863,2024-05-13 15:27:42
244410788,2024-05-13 15:27:43
244410919,2024-05-13 15:27:47
244411042,2024-05-13 15:27:55
244410608,2024-05-13 15:27:57
244410422,2024-05-13 15:28:02
244410810,2024-05-13 15:28:03
244410823,2024-05-13 15:28:10
244410995,2024-05-13 15:28:12
244410718,2024-05-13 15:28:19
244410376,2024-05-13 15:28:20
244410010,2024-05-13 15:28:23
244409780,2024-05-13 15:28:24
244410753,2024-05-13 15:28:24
244411109,2024-05-13 15:28:26
244409866,2024-05-13 15:28:28
244410694,2024-05-13 15:28:30
244411158,2024-05-13 15:28:45
244410298,2024-05-13 15:28:45
244411010,2024-05-13 15:28:45
244410814,2024-05-13 15:28:51
244411145,2024-05-13 15:28:52
244410929,2024-05-13 15:28:52
244410390,2024-05-13 15:28:55
244410984,2024-05-13 15:28:56
244410070,2024-05-13 15:29:06
244410930,2024-05-13 15:29:07
244411029,2024-05-13 15:29:07
244411003,2024-05-13 15:29:19
244411157,2024-05-13 15:29:26
244411207,2024-05-13 15:29:39
244410766,2024-05-13 15:29:47
244409797,2024-05-13 15:29:48
244411164,2024-05-13 15:29:51
244411182,2024-05-13 15:29:52
244411172,2024-05-13 15:29:53
244411200,2024-05-13 15:29:54
244410854,2024-05-13 15:29:56
244411289,2024-05-13 15:30:00
244411149,2024-05-13 15:30:04
244410688,2024-05-13 15:30:05
244410068,2024-05-13 15:30:05
244411024,2024-05-13 15:30:09
244411051,2024-05-13 15:30:09
244410274,2024-05-13 15:30:16
244410855,2024-05-13 15:30:19
244411287,2024-05-13 15:30:25
244411038,2024-05-13 15:30:39
244410743,2024-05-13 15:30:51
244410941,2024-05-13 15:30:56
244410498,2024-05-13 15:31:02
244410777,2024-05-13 15:31:03
244409369,2024-05-13 15:31:06
244411202,2024-05-13 15:31:11
244411036,2024-05-13 15:31:11
244410923,2024-05-13 15:31:30
244411332,2024-05-13 15:31:30
244410829,2024-05-13 15:31:30
244411244,2024-05-13 15:31:31
244411433,2024-05-13 15:31:32
244411298,2024-05-13 15:31:34
244411416,2024-05-13 15:31:36
244410864,2024-05-13 15:31:36
244410059,2024-05-13 15:31:37
244411347,2024-05-13 15:31:37
244411315,2024-05-13 15:31:38
244411296,2024-05-13 15:31:40
244411255,2024-05-13 15:31:40
244411162,2024-05-13 15:31:42
244411466,2024-05-13 15:31:43
244411181,2024-05-13 15:31:47
244411553,2024-05-13 15:31:48
244410257,2024-05-13 15:31:50
244409359,2024-05-13 15:31:54
244410724,2024-05-13 15:31:57
244410976,2024-05-13 15:32:00
244411394,2024-05-13 15:32:02
244411413,2024-05-13 15:32:05
244410655,2024-05-13 15:32:16
244411455,2024-05-13 15:32:17
244410899,2024-05-13 15:32:25
244410821,2024-05-13 15:32:29
244411185,2024-05-13 15:32:30
244409646,2024-05-13 15:32:32
244411209,2024-05-13 15:32:32
244411432,2024-05-13 15:32:38
244410646,2024-05-13 15:32:42
244411316,2024-05-13 15:32:45
244411340,2024-05-13 15:32:46
244411320,2024-05-13 15:32:49
244411290,2024-05-13 15:32:52
244411607,2024-05-13 15:32:54
244410527,2024-05-13 15:32:59
244410695,2024-05-13 15:33:01
244411233,2024-05-13 15:33:11
244410677,2024-05-13 15:33:13
244411328,2024-05-13 15:33:13
244411527,2024-05-13 15:33:14
244411545,2024-05-13 15:33:29
244411757,2024-05-13 15:33:34
244411438,2024-05-13 15:33:45
244410626,2024-05-13 15:33:47
244410600,2024-05-13 15:33:47
244411731,2024-05-13 15:33:47
244411286,2024-05-13 15:33:52
244410659,2024-05-13 15:33:55
244410254,2024-05-13 15:34:05
244411735,2024-05-13 15:34:17
244411231,2024-05-13 15:34:19
244410091,2024-05-13 15:34:19
244411441,2024-05-13 15:34:23
244411272,2024-05-13 15:34:24
244411568,2024-05-13 15:34:26
244411247,2024-05-13 15:34:35
244411750,2024-05-13 15:34:35
244411563,2024-05-13 15:34:48
244411023,2024-05-13 15:34:54
244411706,2024-05-13 15:34:56
244409322,2024-05-13 15:34:56
244411592,2024-05-13 15:34:57
244411838,2024-05-13 15:35:00
244410587,2024-05-13 15:35:09
244411811,2024-05-13 15:35:21
244411327,2024-05-13 15:35:22
244411419,2024-05-13 15:35:24
244411614,2024-05-13 15:35:25
244411895,2024-05-13 15:35:28
244411662,2024-05-13 15:35:34
244410712,2024-05-13 15:35:35
244411879,2024-05-13 15:35:38
244411282,2024-05-13 15:35:40
244411575,2024-05-13 15:35:44
244411785,2024-05-13 15:35:44
244411846,2024-05-13 15:36:04
244411637,2024-05-13 15:36:04
244411391,2024-05-13 15:36:05
244411972,2024-05-13 15:36:08
244411850,2024-05-13 15:36:14
244411773,2024-05-13 15:36:15
244411540,2024-05-13 15:36:16
244410618,2024-05-13 15:36:19
244412276,2024-05-13 15:36:29
244411768,2024-05-13 15:36:33
244412115,2024-05-13 15:36:34
244411658,2024-05-13 15:36:44
244409321,2024-05-13 15:36:45
244412164,2024-05-13 15:36:48
244412001,2024-05-13 15:36:51
244411936,2024-05-13 15:36:51
244411649,2024-05-13 15:36:53
244411469,2024-05-13 15:36:55
244411584,2024-05-13 15:37:01
244410647,2024-05-13 15:37:01
244410329,2024-05-13 15:37:05
244411252,2024-05-13 15:37:11
244411666,2024-05-13 15:37:12
244412047,2024-05-13 15:37:14
244411559,2024-05-13 15:37:14
244410653,2024-05-13 15:37:16
244412253,2024-05-13 15:37:26
244411601,2024-05-13 15:37:34
244412234,2024-05-13 15:37:38
244412129,2024-05-13 15:37:42
244411675,2024-05-13 15:37:44
244410654,2024-05-13 15:37:47
244411798,2024-05-13 15:37:47
244411747,2024-05-13 15:37:49
244411897,2024-05-13 15:37:51
244411828,2024-05-13 15:38:00
244412096,2024-05-13 15:38:14
244411297,2024-05-13 15:38:16
244412282,2024-05-13 15:38:21
244412406,2024-05-13 15:38:22
244411920,2024-05-13 15:38:26
244412169,2024-05-13 15:38:26
244412427,2024-05-13 15:38:28
244412177,2024-05-13 15:38:30
244411279,2024-05-13 15:38:30
244412372,2024-05-13 15:38:39
244412085,2024-05-13 15:38:44
244412081,2024-05-13 15:38:52
244411586,2024-05-13 15:39:02
244412039,2024-05-13 15:39:10
244412244,2024-05-13 15:39:13
244412101,2024-05-13 15:39:13
244412032,2024-05-13 15:39:14
244411752,2024-05-13 15:39:25
244412277,2024-05-13 15:39:29
244412194,2024-05-13 15:39:38
244412506,2024-05-13 15:39:47
244412275,2024-05-13 15:39:47
244411522,2024-05-13 15:39:49
244412397,2024-05-13 15:39:52
244411790,2024-05-13 15:39:55
244411600,2024-05-13 15:39:57
244411579,2024-05-13 15:40:04
244405484,2024-05-13 15:40:04
244412339,2024-05-13 15:40:06
244412476,2024-05-13 15:40:13
244412501,2024-05-13 15:40:15
244412560,2024-05-13 15:40:16
244412094,2024-05-13 15:40:24
244409888,2024-05-13 15:40:26
244411407,2024-05-13 15:40:34
244412482,2024-05-13 15:40:37
244412433,2024-05-13 15:40:39
244411026,2024-05-13 15:40:45
244411644,2024-05-13 15:40:59
244411596,2024-05-13 15:41:01
244411865,2024-05-13 15:41:03
244412311,2024-05-13 15:41:05
244412491,2024-05-13 15:41:11
244412557,2024-05-13 15:41:13
244412477,2024-05-13 15:41:13
244411864,2024-05-13 15:41:18
244412239,2024-05-13 15:41:19
244412674,2024-05-13 15:41:22
244412297,2024-05-13 15:41:23
244412149,2024-05-13 15:41:25
244412579,2024-05-13 15:41:27
244411385,2024-05-13 15:41:30
244409982,2024-05-13 15:41:38
244412620,2024-05-13 15:41:40
244412728,2024-05-13 15:41:48
244411889,2024-05-13 15:41:48
244411996,2024-05-13 15:41:52
244412722,2024-05-13 15:41:53
244409584,2024-05-13 15:42:02
244412380,2024-05-13 15:42:03
244412248,2024-05-13 15:42:06
244412576,2024-05-13 15:42:07
244412358,2024-05-13 15:42:13
244412122,2024-05-13 15:42:16
244412808,2024-05-13 15:42:18
244412737,2024-05-13 15:42:39
244412252,2024-05-13 15:42:40
244412844,2024-05-13 15:42:42
244412613,2024-05-13 15:42:45
244412712,2024-05-13 15:42:50
244412421,2024-05-13 15:42:51
244412836,2024-05-13 15:42:56
244412441,2024-05-13 15:42:56
244412969,2024-05-13 15:42:58
244412518,2024-05-13 15:43:06
244411754,2024-05-13 15:43:11
244412933,2024-05-13 15:43:13
244412747,2024-05-13 15:43:16
244409189,2024-05-13 15:43:16
244409692,2024-05-13 15:43:26
244412918,2024-05-13 15:43:32
244412575,2024-05-13 15:43:33
244412714,2024-05-13 15:43:34
244412796,2024-05-13 15:43:37
244412750,2024-05-13 15:43:41
244412720,2024-05-13 15:43:52
244412431,2024-05-13 15:43:59
244412644,2024-05-13 15:43:59
244412660,2024-05-13 15:44:01
244412857,2024-05-13 15:44:02
244412352,2024-05-13 15:44:11
244413087,2024-05-13 15:44:13
244412499,2024-05-13 15:44:14
244412504,2024-05-13 15:44:17
244412866,2024-05-13 15:44:19
244412279,2024-05-13 15:44:33
244413003,2024-05-13 15:44:36
244411639,2024-05-13 15:44:47
244412827,2024-05-13 15:45:05
244412840,2024-05-13 15:45:12
244412766,2024-05-13 15:45:26
244412987,2024-05-13 15:45:32
244413084,2024-05-13 15:45:36
244412783,2024-05-13 15:45:38
244412869,2024-05-13 15:45:43
244413036,2024-05-13 15:45:59
244412079,2024-05-13 15:46:02
244412985,2024-05-13 15:46:09
244412806,2024-05-13 15:46:10
244412540,2024-05-13 15:46:11
244413223,2024-05-13 15:46:18
244413111,2024-05-13 15:46:34
244412921,2024-05-13 15:46:41
244412073,2024-05-13 15:46:50
244413029,2024-05-13 15:46:52
244412903,2024-05-13 15:46:55
244413319,2024-05-13 15:46:57
244412839,2024-05-13 15:47:02
244411980,2024-05-13 15:47:06
244412313,2024-05-13 15:47:10
244413399,2024-05-13 15:47:15
244412883,2024-05-13 15:47:24
244413189,2024-05-13 15:47:30
244413139,2024-05-13 15:47:35
244413206,2024-05-13 15:47:37
244413284,2024-05-13 15:47:42
244413478,2024-05-13 15:47:47
244413051,2024-05-13 15:47:47
244411634,2024-05-13 15:47:50
244413503,2024-05-13 15:47:50
244413171,2024-05-13 15:47:54
244412865,2024-05-13 15:47:55
244413082,2024-05-13 15:48:24
244413506,2024-05-13 15:48:38
244411698,2024-05-13 15:48:43
244413650,2024-05-13 15:48:46
244412285,2024-05-13 15:48:47
244413514,2024-05-13 15:48:48
244412792,2024-05-13 15:48:55
244413579,2024-05-13 15:49:09
244409879,2024-05-13 15:49:10
244413441,2024-05-13 15:49:15
244413362,2024-05-13 15:49:24
244413253,2024-05-13 15:49:32
244412972,2024-05-13 15:49:33
244413632,2024-05-13 15:49:42
244413306,2024-05-13 15:49:45
244412890,2024-05-13 15:49:45
244413079,2024-05-13 15:50:02
244413448,2024-05-13 15:50:02
244413196,2024-05-13 15:50:07
244412756,2024-05-13 15:50:07
244413587,2024-05-13 15:50:08
244413449,2024-05-13 15:50:15
244413724,2024-05-13 15:50:18
244413682,2024-05-13 15:50:22
244413298,2024-05-13 15:50:28
244413639,2024-05-13 15:50:32
244413500,2024-05-13 15:50:34
244412956,2024-05-13 15:50:36
244412932,2024-05-13 15:50:38
244413234,2024-05-13 15:50:50
244412843,2024-05-13 15:51:06
244413805,2024-05-13 15:51:07
244413974,2024-05-13 15:51:11
244411653,2024-05-13 15:51:18
244413104,2024-05-13 15:51:21
244413032,2024-05-13 15:51:24
244413929,2024-05-13 15:51:25
244413106,2024-05-13 15:51:30
244413846,2024-05-13 15:51:32
244412801,2024-05-13 15:51:33
244413691,2024-05-13 15:51:37
244410049,2024-05-13 15:51:41
244413827,2024-05-13 15:51:41
244413847,2024-05-13 15:51:45
244413807,2024-05-13 15:51:52
244412386,2024-05-13 15:51:56
244413255,2024-05-13 15:51:58
244413950,2024-05-13 15:52:00
244413363,2024-05-13 15:52:00
244412946,2024-05-13 15:52:02
244413796,2024-05-13 15:52:02
244413956,2024-05-13 15:52:03
244414148,2024-05-13 15:52:06
244413863,2024-05-13 15:52:08
244413237,2024-05-13 15:52:09
244413832,2024-05-13 15:52:10
244413982,2024-05-13 15:52:12
244413768,2024-05-13 15:52:17
244414092,2024-05-13 15:52:20
244413524,2024-05-13 15:52:21
244414075,2024-05-13 15:52:21
244413692,2024-05-13 15:52:21
244407751,2024-05-13 15:52:24
244413343,2024-05-13 15:52:31
244413093,2024-05-13 15:52:37
244413722,2024-05-13 15:52:38
244413839,2024-05-13 15:52:42
244413949,2024-05-13 15:52:42
244411896,2024-05-13 15:52:44
244413696,2024-05-13 15:52:45
244412751,2024-05-13 15:52:45
244414062,2024-05-13 15:52:56
